,feature,Ranking
11089,KPNA4,2
11090,SCARA5.2,86
11091,GAL3ST2,84
11092,ZNF876P,13
11093,ZNF532.1,52
11094,ZDBF2.1,1
11095,LRRC34,34
11096,ARMC9.3,57
11097,GNG13,93
11098,SNORD115.13.1,95
11099,ZNF280C.4,60
11100,SIN3B,1
11101,SETD2,92
11102,FLJ43860.1,67
11103,PLCD4,101
11104,C16orf70,70
11105,PSMA6,69
11106,OPN1LW.1,96
11107,KRT75,26
11108,SOX3,57
11109,MIOX.1,75
11110,RAB5A,1
11111,FDX1,121
11112,RPS27,1
11113,EMILIN2.1,20
11114,CECR7,8
11115,CSMD1,100
11116,KCNK15.2,1
11117,SIX2.1,100
11118,ZNF516.1,8
11119,C4BPA,69
11120,GRIP1.2,30
11121,C6orf129.2,97
11122,ATP13A4.1,21
11123,RAB1B.3,84
11124,ANKRD19,115
11125,VTRNA1.1.2,46
11126,GMIP,95
11127,CNP,78
11128,ADRBK2.1,38
11129,UCHL1,9
11130,C1orf69.1,10
11131,FAM123B.3,15
11132,PPM1D,1
11133,PAPL,88
11134,SOCS3.1,102
11135,TBC1D4.1,49
11136,MIR124.3,64
11137,ARL5B.1,47
11138,ATAD2B.1,1
11139,PLXDC1,1
11140,OR52W1.1,89
11141,ANO9.1,80
11142,CABLES2.2,15
11143,KMO,65
11144,PHB.2,49
11145,CCDC104.1,107
11146,ASPG.3,37
11147,FCER1G,66
11148,C16orf53,1
11149,HSPH1.3,15
11150,C7orf27.2,131
11151,LOC153684.1,100
11152,C12orf74.1,16
11153,TREX2.3,33
11154,FUCA1.2,40
11155,NANP.2,1
11156,LOC154822.1,129
11157,LENG1,73
11158,CTSO.1,73
11159,ARMC4.3,117
11160,LOXHD1.1,98
11161,NUBP1,95
11162,ZNF880,119
11163,AKAP8L.4,55
11164,TACSTD2,74
11165,PIGV.2,3
11166,RB1.2,24
11167,HIST1H4D,52
11168,TBC1D4.2,128
11169,NMBR.1,28
11170,INTS3,25
11171,GUSB.1,130
11172,GNB2.2,1
11173,RGPD3.2,24
11174,GPR6.2,116
11175,CXorf22.3,44
11176,ZFP36.1,85
11177,MOCOS.2,129
11178,CTAGE1.2,43
11179,CCDC60,123
11180,UCMA,48
11181,PRPF38B.4,13
11182,PEX7.2,47
11183,MTNR1B.1,58
11184,RFK,29
11185,ARMC2.1,69
11186,DHX37,71
11187,UTS2R,81
11188,SLC35D3.2,105
11189,NKX2.3.1,103
11190,PTPRCAP.1,111
11191,LOC148696.1,1
11192,LPP.1,73
11193,CHUK.1,129
11194,C7orf38.3,89
11195,C17orf42.1,69
11196,ZNF335.2,18
11197,C10orf76.3,1
11198,WNT3.3,65
11199,ZNF256.2,102
11200,MCART2,128
11201,CPN2.1,58
11202,PROCA1,44
11203,CR1L.2,25
11204,TMEM136.1,87
11205,GFM1.3,61
11206,GTF2F2.3,1
11207,MRPS5.1,11
11208,RASSF10.3,45
11209,ARL15,126
11210,GTF2F2.4,55
11211,ZNF486.2,81
11212,WDR91.1,35
11213,COX7B.1,95
11214,EVPL,42
11215,KCNH3.1,128
11216,HSD17B3,31
11217,SCCPDH,82
11218,HIST1H4B.3,26
11219,MRPS23.1,33
11220,LOC100128822.1,46
11221,NDUFS8.2,91
11222,TRIM58.1,16
11223,LOC145845,119
11224,EFHC2,41
11225,SAP18.1,1
11226,C2orf55,70
11227,MGC29506,61
11228,TESSP1,93
11229,CDK7,57
11230,UBE4A,11
11231,MIR494.2,59
11232,FMR1NB.2,99
11233,RAD21.4,115
11234,EHD2.1,9
11235,QARS.1,19
11236,TRPS1.2,72
11237,SLC6A4.1,1
11238,GINS2.1,52
11239,SFXN5,99
11240,FAM92A1,24
11241,UBA1.2,126
11242,GLDN,104
11243,WDR34,77
11244,CTNNAL1.1,126
11245,SCNN1B.1,56
11246,PDE6D.2,1
11247,PPP1R3G.2,89
11248,RASL12.1,25
11249,MED14.1,123
11250,HCP5.2,3
11251,NKX2.2.4,107
11252,FAT4.1,102
11253,C11orf90,68
11254,DPY30,47
11255,ADARB2.2,51
11256,PELP1.2,1
11257,CPA1.1,89
11258,ZNF710,63
11259,CHPT1.4,21
11260,ZNF154,32
11261,CRYAA.1,75
11262,SLC44A4.2,1
11263,CCDC93.2,100
11264,RPS27L.1,71
11265,PLEKHA1,112
11266,GATA4,118
11267,RNASEH1,46
11268,SH2B3,12
11269,ZNF10,59
11270,TEC.1,1
11271,SNORD115.6,72
11272,NCR2.1,71
11273,NOTCH2,31
11274,ARVCF.2,29
11275,ACO1,64
11276,PAX1,75
11277,TMPRSS11B,86
11278,CLCN1.1,129
11279,PDCL,39
11280,PPP1R14C.2,1
11281,TMEM35.1,41
11282,SMEK1.2,22
11283,ZNF498.3,118
11284,CORO1C.1,89
11285,SEMA3G.1,30
11286,SHISA2.2,59
11287,GINS1.1,13
11288,MGC23270.1,129
11289,FAM110C.1,1
11290,C22orf32.1,67
11291,PAQR3.1,129
11292,FUT4,33
11293,SNAI1,123
11294,TGIF2LX.1,107
11295,GJC2.1,118
11296,KIRREL,35
11297,UBA2,110
11298,WHSC2.3,16
11299,TMEM45A,74
11300,E4F1.2,127
11301,IREB2.2,74
11302,SHKBP1.2,49
11303,MRPS31.2,104
11304,ANKRD7,107
11305,TRPC6.3,34
11306,NCRNA00201,99
11307,LYSMD4.3,54
11308,MOSC2.1,42
11309,CD177,53
11310,C17orf42.2,97
11311,TMEM184B.1,50
11312,PRR23B.1,44
11313,CCDC138.1,50
11314,ATP6V0E1,64
11315,RPL39.2,69
11316,APCDD1L.4,28
11317,WNT1.3,18
11318,ELF5.3,105
11319,KRCC1.1,71
11320,SERPINA5,2
11321,HIST1H4A.1,97
11322,TAGLN2.3,70
11323,AKR1B1.2,6
11324,NCRNA00111,125
11325,TTC32.2,80
11326,GCLC,1
11327,ZNF827,38
11328,CD84,28
11329,RRAS,87
11330,TTLL3.1,2
11331,RLN3.1,9
11332,SLC9A8.2,93
11333,MYO18B,59
11334,SPACA1.1,39
11335,RNPEPL1,44
11336,TRAF3IP3,14
11337,ST3GAL5,110
11338,LHX1.1,1
11339,MAGEA1.1,122
11340,RPL11.1,94
11341,ANKLE1.1,119
11342,SOX5.2,37
11343,ZNF641.1,79
11344,FFAR3,38
11345,SNAPC5,62
11346,NPAS2.2,36
11347,GPR135,11
11348,INSC,105
11349,C3orf52.1,8
11350,ARHGAP12.1,113
11351,CENPF,93
11352,FILIP1.2,96
11353,CLEC16A,49
11354,ACAP1,102
11355,KL.1,89
11356,SLC7A11,41
11357,NRM.2,13
11358,B3GAT3.1,70
11359,SERHL2.2,1
11360,ETV5,87
11361,ZC3H11A.2,52
11362,GRHL1.1,21
11363,SYTL3.1,1
11364,ESPL1,17
11365,MYC.2,23
11366,MYO1E.2,5
11367,KIF14.1,77
11368,PIN1.2,70
11369,MRC2.2,12
11370,RPS10.1,95
11371,LOC643406.2,102
11372,TTBK2.1,74
11373,RAD51AP2.1,94
11374,TXNDC6.3,63
11375,IGBP1.1,83
11376,ZNF215.3,64
11377,NKTR.2,2
11378,FRYL.1,66
11379,LOC148696.2,41
11380,PTCRA.1,127
11381,CHMP4B.1,73
11382,SPATA4.3,39
11383,ZNF263,98
11384,CLDN14.1,43
11385,MORC3.2,91
11386,C8orf85.1,100
11387,RPS6KA2.3,71
11388,MUC12,34
11389,SMPDL3A.1,126
11390,ARHGEF16,42
11391,C1orf74.1,102
11392,C4orf26,21
11393,LAG3.2,23
11394,BNIP3L,105
11395,KIAA1530.2,44
11396,NR0B1.1,109
11397,ATRNL1,21
11398,SNORD116.24.1,68
11399,UBE2CBP,3
11400,RAB41.3,9
11401,NKX3.2.1,99
11402,C17orf67.1,60
11403,S1PR4,1
11404,DCPS,68
11405,VPS37D.2,112
11406,ZUFSP,108
11407,RPS6KB2.3,52
11408,NIPAL1.1,46
11409,NPY1R.1,64
11410,CYP11B2.1,31
11411,KBTBD6.1,18
11412,SLC2A4.1,44
11413,TRIM52.3,17
11414,CTDSP2.1,125
11415,KRTAP19.4.1,119
11416,RDX.2,4
11417,ASAH2B,1
11418,WDR19.2,115
11419,ZNF836.5,39
11420,SBF2.2,19
11421,JAM3.1,98
11422,RNASEH1.1,96
11423,UBE2G1.1,32
11424,GUF1,73
11425,SART1.3,106
11426,TPM4.1,37
11427,GUCY1A2,51
11428,KRT76,62
11429,RAET1L.3,3
11430,MTMR4.1,30
11431,RGNEF.2,45
11432,OR1C1,126
11433,BBS5.1,35
11434,SLBP,1
11435,PSMC6,69
11436,MEIG1.1,46
11437,LASS4.1,77
11438,GOLGA5,81
11439,DOC2B.1,7
11440,COPS5,131
11441,FAF1.3,104
11442,CDH5.1,1
11443,PISRT1,1
11444,HECA.3,19
11445,MIR886.2,66
11446,NAA11.2,15
11447,MTERF.2,31
11448,INHBC,99
11449,BATF.1,87
11450,ZNF552.2,1
11451,CPEB1.1,58
11452,TGM7.1,85
11453,KDM4A.1,8
11454,COL9A2.1,88
11455,C8orf85.2,14
11456,RPL36A.2,102
11457,FAM131A,57
11458,ZSWIM2.3,32
11459,ZNF100.2,10
11460,MTDH.3,48
11461,MIR187.1,94
11462,ZNF322A.2,1
11463,SMTNL1.1,116
11464,ZC3H12D,85
11465,LNX1.1,73
11466,C9orf41,1
11467,CRYBB1,8
11468,TAOK1.1,1
11469,PDE11A,36
11470,APOB.1,89
11471,RNFT1.2,54
11472,TES,19
11473,BGLAP.1,47
11474,NHLRC1.3,75
11475,LOC284440.1,124
11476,PLCD1,24
11477,CT45A6.1,82
11478,ANKRD43,118
11479,SLMAP.2,1
11480,LRRC67.2,23
11481,LOC650226.3,71
11482,C16orf72.1,1
11483,MAP3K9,84
11484,SLC44A4.3,1
11485,ST8SIA3.2,58
11486,PLA1A,71
11487,DYNLRB1.2,121
11488,CACNA2D4,25
11489,AP1S3,32
11490,SYCE2,93
11491,HCK,60
11492,SULT4A1,106
11493,E2F4.2,103
11494,ZNF570.2,96
11495,TSKU.3,5
11496,ROGDI,1
11497,ROBO1,93
11498,BIK.1,29
11499,PLEKHA7,110
11500,MAML1.1,25
11501,CTU1.3,125
11502,GNAI3,116
11503,MTCH2.1,105
11504,POU5F1B,96
11505,FOSL1.1,62
11506,CDKN2AIPNL.1,1
11507,MGAT4C,54
11508,SCAP.1,100
11509,DHX37.1,9
11510,COMP.2,31
11511,LYPLA2.1,31
11512,LOC100189589,76
11513,SAMD5.2,26
11514,TRIM25.2,56
11515,ADNP2.1,61
11516,SIX6.2,14
11517,C10orf76.4,1
11518,HOXD9.2,9
11519,AIRE.1,104
11520,SERF2,116
11521,NXT1.5,86
11522,DLEU2.1,128
11523,RPS19BP1.2,100
11524,C16orf72.2,13
11525,KIAA1826.1,23
11526,C10orf58.1,53
11527,LOC400794,50
11528,METTL2B.1,123
11529,TOMM7.1,67
11530,PRIC285.1,121
11531,BMI1.1,85
11532,OR14C36,38
11533,ERI3.1,126
11534,FANCF.5,105
11535,PHIP.2,115
11536,CORO1A.2,48
11537,THUMPD1,77
11538,MPPED1,10
11539,GZMB,55
11540,PPARGC1A,58
11541,MUC6.1,95
11542,NAT14.2,101
11543,BSPRY,62
11544,XPO1.2,50
11545,SLC35D1.1,96
11546,SLAMF7,59
11547,TUFM.1,110
11548,FICD.1,98
11549,IRS1,1
11550,ANKRD56,8
11551,QRICH2.1,126
11552,PSMD8.2,9
11553,CRMP1,122
11554,PABPC1L.2,1
11555,SEMA4F.1,114
11556,TRNP1,55
11557,PIK3R2.2,44
11558,ARPC5L,37
11559,SLC17A5,90
11560,C19orf53,115
11561,SDF2L1.2,125
11562,PDE12.1,18
11563,PDZRN3.2,11
11564,VBP1.2,110
11565,LRCH3,106
11566,HEBP2.4,81
11567,PLEKHA6,115
11568,ITGA4,34
11569,FBXO47.4,118
11570,ZNF98.1,120
11571,NCRNA00086.2,110
11572,WDR90.1,4
11573,MOBKL1B.1,39
11574,TRIOBP.2,42
11575,PCYOX1L.3,1
11576,PHF20.1,86
11577,CD4.1,121
11578,FAM175A,5
11579,TMEM131.2,94
11580,REEP3.1,51
11581,KDM6A.4,79
11582,AP3B1.2,122
11583,EPHX1.1,93
11584,RDH11.1,28
11585,TMSB10,1
11586,WASF3.1,114
11587,ZNF546.3,84
11588,LOC148189,1
11589,TATDN2,96
11590,HELT.2,29
11591,SRF.3,18
11592,GPR37L1.1,1
11593,FASTKD1.1,108
11594,STOML1,3
11595,TBL2.2,75
11596,AQR,131
11597,PACSIN1,23
11598,LUC7L2.1,100
11599,TBC1D22A.1,43
11600,SDK2.1,25
11601,MAP2K7,119
11602,LIPG.3,34
11603,DEGS2.2,21
11604,HIST1H1C.1,11
11605,MIR202.2,30
11606,AQR.1,86
11607,RSPO2.2,1
11608,RACGAP1P,64
11609,TAF8.1,114
11610,GUCY1A2.1,24
11611,SOX4.1,104
11612,SMG1,63
11613,MFSD2B.3,68
11614,TTC21B,1
11615,CRYL1,117
11616,MAGEB16.1,68
11617,SLC35E3.2,45
11618,ATOH1.3,47
11619,MAGEB6.1,35
11620,NIPAL3.1,102
11621,FAM109A.2,47
11622,DLGAP4.2,64
11623,RAB40AL.2,33
11624,RASIP1,38
11625,ZSWIM6.3,34
11626,HOXC9,118
11627,B3GAT2.1,1
11628,TOB2.2,3
11629,MIR7.2,76
11630,HOXC8.4,78
11631,TAS1R2,84
11632,LAPTM5,20
11633,ARHGAP10,84
11634,UNC13A,71
11635,LOC148709.1,16
11636,C9orf106,35
11637,ANKRD39.3,12
11638,S100A11,115
11639,C15orf52,33
11640,CCDC69.2,1
11641,UGDH.1,78
11642,CRYBB3.2,53
11643,APLN.1,46
11644,ZNF649.3,95
11645,DNAJC13,72
11646,OR11A1,79
11647,FAM38B.2,28
11648,REM1.3,2
11649,PCF11,124
11650,LOC388789.1,95
11651,PPY,51
11652,CDC5L.3,49
11653,AARS.3,89
11654,C10orf26.1,62
11655,SLC30A8.1,53
11656,EIF3A,87
11657,TMEM90B.1,22
11658,TRIM52.4,42
11659,CELSR2,123
11660,SDK1,76
11661,PSTPIP1,93
11662,TOP2B.1,80
11663,WASF3.2,54
11664,PANK1.2,4
11665,VCX,27
11666,C14orf180,120
11667,RAB11B.2,46
11668,C1QTNF2.5,2
11669,PHC3,113
11670,KBTBD6.2,77
11671,VPS18.2,112
11672,PPP3CC.2,97
11673,FAM149A.1,54
11674,FGF20,48
11675,LOC400804,9
11676,C6orf226,1
11677,HIF1AN.2,27
11678,THSD1P.1,81
11679,PPIH,88
11680,GSTO1.3,10
11681,IPO7.3,89
11682,EIF3D.4,10
11683,GABRA4.1,106
11684,HOXA4.1,72
11685,FER1L4,95
11686,PRKCDBP.2,76
11687,S100P.1,123
11688,APOB.2,77
11689,KPNA6.2,22
11690,CXorf61.3,104
11691,TRIM42,51
11692,KRT15,122
11693,UCP1.3,60
11694,ADCK2,1
11695,HEG1.1,24
11696,PSMD14.2,7
11697,ZNF471,4
11698,FAM46A.4,122
11699,JOSD1.4,52
11700,ERCC4,130
11701,PLCD1.1,62
11702,SNX24.2,61
11703,ASB18.1,64
11704,GPR68,48
11705,GNB2.3,131
11706,IFIT5.3,10
11707,CXorf42,36
11708,SPATA18.2,121
11709,C14orf39.1,108
11710,PLA2G2C,125
11711,ERCC5.2,32
11712,LOC221710.2,109
11713,NCOR1,110
11714,EFHD1.1,24
11715,C11orf65.1,71
11716,VPS33A.1,102
11717,SPOCD1,114
11718,ZBTB9.5,122
11719,FREM1,68
11720,GJD2,127
11721,FOXB2,54
11722,SLC22A2,3
11723,SUV420H2.1,31
11724,SRBD1.2,82
11725,TTC18.2,3
11726,SFXN1.1,24
11727,LOC100128239,1
11728,TBC1D20,60
11729,ZNF460.3,126
11730,AARS.4,71
11731,MUS81.2,49
11732,TIMM10.1,47
11733,ZNF132.1,120
11734,LOC723972,80
11735,GCNT3,34
11736,KIAA1586,122
11737,TMPRSS6,120
11738,BFAR.1,67
11739,ZNF264.2,50
11740,CD300A,49
11741,MOSPD1,54
11742,NIPAL1.2,57
11743,SHFM1.2,1
11744,LGI3.1,73
11745,SELO.2,80
11746,CYB5R1,30
11747,DOCK1,59
11748,LOC400657.2,49
11749,MSL3L2.1,39
11750,SDHAP3.2,63
11751,TMEM126A.2,37
11752,ABI2.1,88
11753,FHAD1.1,103
11754,SLC26A10.1,77
11755,ZNF346.3,125
11756,ANKRD43.1,45
11757,OSM.4,1
11758,WNT11,105
11759,ARF4.2,81
11760,PITPNA.1,54
11761,LOC285045.1,6
11762,MDC1.1,6
11763,PGM2,121
11764,SURF6,21
11765,ZNF792.1,1
11766,POLI.1,107
11767,TMEM136.2,29
11768,FLI1,1
11769,ACTL7B,116
11770,SLC29A3.1,52
11771,UBE2N.2,50
11772,RPP21.1,21
11773,RASL10B.1,125
11774,FAM69A,126
11775,LOC374443.4,32
11776,TNKS2.1,46
11777,RABIF.1,74
11778,TMEM200A.1,105
11779,PAPL.1,123
11780,KRTAP8.1,110
11781,QRICH2.2,94
11782,KIAA1024.1,62
11783,RBM43.1,94
11784,MUC12.1,37
11785,CYFIP1,19
11786,FGF9.5,115
11787,VAX2.2,24
11788,RFT1.1,15
11789,DUSP5.1,61
11790,FOXJ2.2,1
11791,YIF1A.1,116
11792,MIR377,83
11793,ZNF544.2,1
11794,LOC400927,125
11795,GOT1.4,104
11796,VCP,73
11797,PRKAR2B,33
11798,MID1,101
11799,C13orf26.2,97
11800,HEPHL1,18
11801,CHRNA6.1,107
11802,CTAGE1.3,116
11803,NUFIP2.1,25
11804,TTC32.3,125
11805,UNCX.1,68
11806,FARSB.1,99
11807,OTX1.1,68
11808,T.3,107
11809,CCDC33.1,105
11810,C1orf53.1,76
11811,LRRC47.1,121
11812,FAM43B.1,125
11813,LONP2.2,38
11814,C3orf58,16
11815,KIF3C.1,15
11816,KIAA1539,66
11817,ERI3.2,63
11818,MEX3B,51
11819,GREB1L,43
11820,C22orf32.2,54
11821,DNAJB1.4,6
11822,CEACAM8,108
11823,INTS5.2,20
11824,FEM1A.1,58
11825,GAS2L3.2,19
11826,RAMP1.1,76
11827,CCDC146.4,1
11828,OTX1.2,82
11829,DNAJB14,61
11830,GNAI3.1,123
11831,DCBLD2.2,38
11832,ZNF548.1,112
11833,LOC387646,112
11834,THSD1P.2,67
11835,RHOH.1,43
11836,GDNF.2,109
11837,GSX2,42
11838,CXCL13,33
11839,PPP2R5B.1,42
11840,MARCH1.2,13
11841,PRM3.2,68
11842,CDAN1.1,62
11843,DDX23.3,4
11844,SCGN.2,19
11845,CDKN2AIPNL.2,43
11846,ADIPOQ.1,33
11847,PARP12,31
11848,PRKRIP1.2,37
11849,C14orf162,10
11850,C12orf29.1,53
11851,MSC.1,74
11852,ASB5.1,71
11853,FBF1.1,116
11854,KRT40,79
11855,NCL.1,115
11856,SMCR7L.1,4
11857,C1orf55,48
11858,GALNT11.2,77
11859,AKAP5,34
11860,ZNF224.2,79
11861,CWF19L2.2,1
11862,DDX12.3,66
11863,FAT4.2,66
11864,BDKRB2.2,55
11865,IER3.2,52
11866,CHRNB4,71
11867,RAB18.2,70
11868,KLHDC4,60
11869,SLC41A3.1,37
11870,ZSCAN20.1,30
11871,EXOSC4.2,3
11872,PINX1.1,99
11873,IRS2.3,92
11874,C3orf14.2,114
11875,KANK2.1,58
11876,HCRT,39
11877,KRTAP5.8,63
11878,CCDC13.3,98
11879,NUCKS1,129
11880,ZC3H7B.1,16
11881,ABCC8.3,25
11882,AGBL2.2,32
11883,AGK.1,57
11884,SFRS2IP.1,108
11885,HOXA4.2,99
11886,UNCX.2,54
11887,RPIA,21
11888,MOSPD1.1,102
11889,UBXN4,51
11890,NTF3,40
11891,SFRS2IP.2,130
11892,C11orf70.2,65
11893,ZNF717,59
11894,CBLN2.1,34
11895,ZNF627.2,62
11896,GSDMA.1,111
11897,PGP.1,69
11898,POU4F1.1,17
11899,STARD7.4,105
11900,TNFRSF13B,99
11901,MCM6.2,4
11902,C3orf77.1,49
11903,UST.1,74
11904,SIX2.2,65
11905,ANKRD39.4,109
11906,FAM32A.1,109
11907,BREA2.1,80
11908,C18orf54.1,4
11909,PPY2,57
11910,SYCP2L.1,51
11911,CAPZA2.3,42
11912,PRDM6,111
11913,EPHA6,91
11914,PISD.1,1
11915,C14orf28.1,44
11916,RNF125.1,2
11917,FGF18.1,26
11918,UQCRQ,69
11919,CLEC3B.1,104
11920,KIAA1919.3,31
11921,MRPL28,88
11922,AVPR2.2,43
11923,C8orf85.3,90
11924,SLC22A14,65
11925,RNF2.1,9
11926,MEGF10.1,37
11927,ROBO3.3,71
11928,MAP3K13.1,43
11929,GNA15,81
11930,ASCC2,42
11931,PRDM5.1,127
11932,CREBL2.3,18
11933,C3orf77.2,84
11934,PHLDA2.1,58
11935,RIMS1.2,61
11936,ZNF454.4,49
11937,GOT2.1,1
11938,FAM32A.2,39
11939,TNFAIP3.1,58
11940,DTD1.1,1
11941,C10orf79.2,47
11942,C2orf85.1,21
11943,MACROD2.2,15
11944,C3orf54,130
11945,UAP1.1,17
11946,LYSMD4.4,107
11947,NUP107.1,36
11948,FAM162B.1,53
11949,PF4.2,113
11950,FEM1A.2,27
11951,KIAA1217.1,1
11952,COPZ1.2,84
11953,OR51M1,83
11954,ARHGEF18,17
11955,S1PR4.1,1
11956,KCNAB3.1,102
11957,HBM.1,67
11958,PDP2,86
11959,SLC22A11,5
11960,ZFP36.2,105
11961,OPHN1.1,84
11962,C2orf39.2,7
11963,C10orf46.1,1
11964,ARL11.1,92
11965,DHRS11.1,7
11966,ATP13A1.3,103
11967,KIAA1024.2,52
11968,GYG1.1,10
11969,RFC1.3,89
11970,ABHD1.1,9
11971,NUAK1.2,54
11972,CCDC88B.1,69
11973,TMEM81,37
11974,TOMM22.2,70
11975,CHAF1B.1,77
11976,PRDM9.2,131
11977,MAP3K9.1,52
11978,LGR4.2,94
11979,MYCBPAP,20
11980,SDC2.1,106
11981,ADAR.1,34
11982,EREG.1,118
11983,CFHR5,51
11984,ZNF552.3,74
11985,C5orf20,97
11986,MALAT1.3,2
11987,C16orf87,28
11988,ZNF727.2,71
11989,NOLC1,51
11990,LHFPL4,6
11991,SIGLEC8,109
11992,NKX2.4.2,37
11993,LOC400927.1,9
11994,DYRK4,34
11995,ZNF330,72
11996,C2orf42.2,15
11997,PPP2R5A.1,37
11998,IMPAD1.1,36
11999,TACC1,10
12000,RAB6B.1,100
12001,PNLDC1,15
12002,BIK.2,119
12003,TTC38.1,28
12004,SMEK3P.1,118
12005,C2orf90,130
12006,REEP4.1,37
12007,FBXL21.1,107
12008,LCE3D,30
12009,C1orf107.3,44
12010,EMR4P,98
12011,C1orf170.1,100
12012,TCFL5.1,23
12013,AP4E1.1,42
12014,NDUFA12.1,87
12015,C5orf30,4
12016,MCM5,38
12017,ZC3H12A.2,102
12018,ZNF763,1
12019,C7orf70.2,116
12020,SMO.2,76
12021,HTR5A,110
12022,DCAF12L1.2,119
12023,TNRC18,1
12024,AMOT,67
12025,DPY19L2P4.1,1
12026,RGS6,62
12027,TTC27.3,97
12028,SLC5A8.2,78
12029,SNORA76.2,16
12030,CD300E,81
12031,COX17,113
12032,PPIH.1,26
12033,ZNF180,47
12034,LOC729082.1,47
12035,COX18.1,77
12036,PHTF1.3,61
12037,LRRC37B,30
12038,HCFC2.3,19
12039,ZNF781.2,21
12040,POM121L1P,121
12041,ZCCHC3.1,114
12042,CRCT1,108
12043,MUTED.1,84
12044,ARPP.21,101
12045,C18orf21.1,57
12046,ZNF513.4,28
12047,PHF20.2,36
12048,C13orf26.3,37
12049,ACE.1,80
12050,EPHB1.3,27
12051,COL14A1,1
12052,LOC391322,56
12053,TNF.3,38
12054,LOC284805,73
12055,FAM46D.4,68
12056,FICD.2,12
12057,PSMD9,76
12058,PDK4.2,5
12059,ZSCAN22.1,81
12060,ACADS.1,67
12061,KIAA1731.2,72
12062,XRCC2.2,58
12063,SEPX1.1,92
12064,RABIF.2,83
12065,C17orf108,22
12066,IFRD2.2,81
12067,SCAMP5,19
12068,HNRNPH1.3,1
12069,DRD5.3,105
12070,KIFC1.1,79
12071,C1orf35.1,106
12072,KIAA1644.2,101
12073,ZNF14.1,71
12074,CLDND2,98
12075,NDUFA3.3,128
12076,VPS33A.2,49
12077,OXGR1.1,86
12078,RNF17.2,80
12079,TASP1.3,62
12080,ZRSR2,35
12081,HIST1H4J.2,21
12082,THAP9.3,44
12083,RHCG.4,54
12084,SCNN1A.1,42
12085,MIR670.1,73
12086,TSPAN13.3,112
12087,MIR96.3,10
12088,DHX9.3,7
12089,PALMD,115
12090,LOC349114.2,76
12091,PODXL2,92
12092,ANO3.3,89
12093,GBP4,73
12094,C18orf54.2,4
12095,RPS5.2,1
12096,SRPRB.1,3
12097,SPEG.4,70
12098,FTL.1,1
12099,DHDH.1,30
12100,LARS2.1,72
12101,ANGPT1.1,88
12102,NDUFA4.3,74
12103,TBX18.1,15
12104,EMILIN3.1,114
12105,ATR,1
12106,NUP153.1,57
12107,FMN2,36
12108,CCDC70,59
12109,ZNRF2,45
12110,PLEKHG4B,20
12111,DUXA.1,86
12112,COX6B2,61
12113,SFRS2IP.3,74
12114,HLA.L.1,51
12115,SLC17A6,42
12116,MAPKAPK3.1,88
12117,TPSG1,92
12118,PIGV.3,127
12119,LHB.2,90
12120,ACTA1.1,85
12121,ART4.1,89
12122,CARTPT.1,46
12123,PPM1E.3,93
12124,KLHL30.1,105
12125,CLDN3.2,34
12126,CARD8,69
12127,GOLGA7B.3,128
12128,TNS3,114
12129,DAB1,102
12130,SIM1.2,76
12131,CDH13.1,11
12132,ATP1A4.1,33
12133,FAAH.1,86
12134,LGI1.1,127
12135,CDYL2,102
12136,LIMD1.1,111
12137,BBS2,119
12138,LARP1,31
12139,RTBDN,130
12140,EIF1AX.1,11
12141,C11orf65.2,32
12142,MBNL3.2,60
12143,MYO10,32
12144,MPP2.1,9
12145,AIFM2.1,74
12146,STAM2.2,130
12147,CRHR2,125
12148,PPP1R2P3,56
12149,RAX,75
12150,HSP90AB1.2,4
12151,AP1M2.1,37
12152,NOL12.3,14
12153,BMP3.2,5
12154,EPHX1.2,1
12155,CPSF1,83
12156,SDHB.2,1
12157,TRIT1,5
12158,OBFC2B.3,89
12159,NAGK.3,37
12160,RASIP1.1,42
12161,ASF1B.2,39
12162,DNAH7.3,125
12163,TBX4,112
12164,STK11,50
12165,N4BP1.1,113
12166,TNFRSF10C.1,110
12167,DDX60L.1,47
12168,ZNF846.2,48
12169,BTNL2.1,107
12170,ZNF846.3,58
12171,NPHS2.2,119
12172,LCE5A,113
12173,CCT8.1,1
12174,MAGEB10.1,58
12175,ZNF253.2,9
12176,LDLRAD1.1,1
12177,DDAH1,5
12178,CRISPLD1.2,23
12179,RP9,115
12180,CYP4F8,83
12181,PDCD2L.1,95
12182,CYCS.2,46
12183,DEFB128,108
12184,HCRT.1,14
12185,ZNF792.2,55
12186,SLC22A14.1,115
12187,EGFLAM.1,89
12188,WFIKKN2.1,107
12189,OXSR1,96
12190,TC2N,43
12191,ATN1.2,82
12192,LENG1.1,10
12193,PPM1E.4,48
12194,ZNF184.1,54
12195,NOMO3.1,81
12196,FAM158A.1,67
12197,XKR8.1,60
12198,ZNHIT2.4,105
12199,UBXN10.1,39
12200,CDKN1B,23
12201,PAX1.1,66
12202,ABI2.2,85
12203,TMEM90B.2,98
12204,SERPINA4,90
12205,AS3MT.4,109
12206,C19orf39.3,88
12207,RAB1B.4,58
12208,AVIL,1
12209,STK10.2,37
12210,THG1L,46
12211,INPP5B,94
12212,SNIP1,109
12213,DEFB133,120
12214,ABCF3,71
12215,OVOL1.1,1
12216,GNPDA2.1,13
12217,PLEKHH3.2,105
12218,POM121L1P.1,85
12219,GMEB2.1,1
12220,C19orf24,93
